cpu_load,ipc,cache_miss,temp,target_core,target_freq
37.454011884736246,1.3021794567768377,37.36408184666985,62.47856584238848,0,0
95.07143064099162,1.5256198462500599,33.291209623140325,78.53854021331863,1,2
73.1993941811405,2.592732700966105,17.615391250286006,66.57334074266166,1,2
59.86584841970366,1.152012280967698,60.726667010148795,35.414667902266764,1,1
15.601864044243651,2.6350191174740796,47.66241605086289,42.0627153909311,0,0
15.599452033620265,0.4467764067347362,86.57009923240037,44.256331962009746,0,1
5.8083612168199465,2.375035624184166,3.2109580482058253,46.76117648691492,0,0
86.61761457749351,2.573133372553262,64.38679275551263,66.75122047678278,1,2
60.11150117432088,0.7090894279445485,76.29488785115612,62.757775688650575,0,1
70.80725777960456,1.404970290642161,75.94865691883071,43.20540249367358,0,1
2.0584494295802447,0.6633993690582357,88.60739670955252,34.39106482461966,0,1
96.99098521619943,2.17849156118381,72.9033742829494,41.143093290856676,0,1
83.24426408004217,1.6989737505726388,92.78100616476964,93.98478532020921,0,0
21.233911067827616,1.9789053707832986,33.26565998208915,60.4555517364457,0,0
18.182496720710063,0.7501635074773911,50.32094167515431,86.3774578056373,0,0
18.34045098534338,0.7928884137467747,1.4079663282890675,85.16891033347481,0,0
30.42422429595377,0.31619251142773785,0.6957587303291213,63.24877123508679,0,0
52.475643163223786,1.1017890985480432,24.012662045151988,75.93470104993533,1,1
43.194501864211574,1.7672850517342897,10.080719713908525,42.5288806768263,1,1
29.122914019804192,2.602217759192521,26.021136793575362,74.74578582024904,0,0
61.18528947223795,2.067396852884306,17.70432945283974,47.70499765211382,1,1
13.949386065204184,1.4191097055193038,2.852002483864824,84.08403628901979,0,0
29.214464853521815,2.868736320303586,90.93041464060494,35.44206865207914,0,1
36.63618432936917,2.213886561612329,0.8223131388891525,80.25401373754303,0,0
45.606998421703594,2.80446256801514,73.60821443370854,36.49589892696027,0,1
78.51759613930136,1.6772463251620637,15.214788691951654,87.27730039813008,0,0
19.967378215835975,0.9249319694207909,91.22296219996,49.77329367877524,0,1
51.42344384136116,0.3479147218212216,89.27959395898858,72.53556871398736,0,1
59.24145688620425,2.2330375841547814,65.39011463692573,61.68764811031819,1,1
4.645041271999773,0.5396483944154955,67.22341498006051,53.80970444205204,0,0
60.75448519014384,1.047770359161508,0.5339141969688543,71.95371915692726,1,1
17.052412368729154,1.6909185420749127,98.4871566113602,91.58899373583047,0,0
6.505159298527952,1.7803664457832933,87.78326035758144,32.68253357935042,0,1
94.88855372533332,1.8816329515639807,89.5106225730092,89.72543563240177,0,0
96.56320330745594,0.6655149249791618,65.92445370508719,69.59030757636589,1,1
80.83973481164611,1.2632647335006164,34.47869286545365,82.4754295499884,1,1
30.46137691733707,1.9281438359275067,89.36486490904808,54.95187197322804,0,1
9.767211400638388,2.915492820974597,29.151692815119233,60.66979336444489,0,0
68.42330265121569,2.2373671855591284,56.271154334220284,86.47529886707565,0,0
44.01524937396013,2.783290519863082,9.97309723438824,56.965118037638504,1,1
12.203823484477883,2.334193763279696,92.19556301327502,64.75287183869052,0,1
49.51769101112702,1.8568075128987211,14.077045777121333,31.31267000048164,1,1
3.4388521115218396,0.7376654335817647,22.489680573040726,40.30887037947275,0,0
90.9320402078782,2.0667198252990366,55.813415812821496,71.70962301836198,1,2
25.87799816000169,1.9454627846877397,76.40930002129815,76.60349856915201,0,1
66.2522284353982,1.8869136772803459,61.93513059362989,67.86906089099247,1,1
31.171107608941096,1.5714004303670739,23.213391280015617,39.3151523579147,0,0
52.00680211778108,1.6802384911699715,0.09430425274903342,58.951352857559264,1,1
54.67102793432797,1.1364390759306913,75.71505803074392,53.08115981360734,0,1
18.485445552552704,1.6540755393984488,98.52073259110938,62.21798736228074,0,1
96.95846277645586,0.753156535899739,80.99131203060904,86.57138724601613,0,0
77.51328233611146,2.454488312609055,46.02066181566153,80.43099351281236,1,2
93.9498941564189,0.7201754731563819,90.37672613991066,35.45931759029533,0,1
89.48273504276489,0.43790561169050596,40.984767311835,87.87009785534667,0,0
59.78999788110851,1.4214888738000404,52.493408424346754,60.66486482473853,1,1
92.18742350231169,2.043260830616973,47.712976739568326,78.3510394175899,1,2
8.84925020519195,1.4256071098139156,44.762387266552494,39.10255003218289,0,0
19.59828624191452,0.9749115694636641,77.51907692939058,73.59676917095813,0,1
4.522728891053807,1.762879314893234,52.676890726949196,45.361191144614764,0,0
32.53303307632643,1.1716065391541597,31.671712202521608,58.49475831416055,0,0
38.8677289689482,2.8120295323545728,25.81581676584783,31.096086555336786,0,0
27.134903177389592,2.783406390890002,3.7747316967433386,39.85469146548094,0,0
82.87375091519293,1.606641095921867,58.3195161883046,35.98523205303528,1,2
35.67533266935893,1.1180751832511238,22.99614154010342,45.5833712409868,0,0
28.093450968738075,2.2639707590785894,14.813392201638308,36.501175851580946,0,0
54.26960831582485,0.30279624175258657,65.38299638276777,74.97415173027153,1,1
14.092422497476264,1.5293532169222233,68.12092578215488,31.88759364359926,0,0
80.21969807540397,1.141705503956934,75.21548922576659,70.15313254062487,0,1
7.455064367977082,2.7775004782871533,50.357689633859145,39.14600900366233,0,0
98.68869366005173,0.23360847636351112,89.40546052038866,91.4354947165633,0,0
77.22447692966574,1.7478816520113774,93.63427533982278,90.65111475214053,0,0
19.87156815341724,2.2738580269865527,80.73709397924894,44.65770166386257,0,1
0.5522117123602399,1.5580503650673154,63.55934820081872,69.93738438449691,0,0
81.54614284548342,0.43912848445562064,30.372095359118866,31.8203457657098,1,1
70.68573438476172,2.9228918920781264,98.29449216202212,90.56625529832633,0,0
72.90071680409874,1.650429207853074,27.413616719193833,63.99417503246113,1,2
77.12703466859458,1.9197214840932317,20.265692199043105,32.80950484215563,1,2
7.4044651734090365,0.8625073915810204,44.215411378658274,52.262499545528925,0,0
35.84657285442726,1.5537946382990506,5.684057071238846,34.995215020980226,0,0
11.586905952512971,1.401618577483301,97.84944646717908,55.54138855926839,0,1
86.31034258755935,0.40970835760555446,58.84335564164248,73.545212240486,1,1
62.329812682755794,0.4972489899329082,55.69520916641753,60.54284402269357,1,1
33.08980248526492,2.544923054932569,65.57962798997198,54.941941356764545,0,0
6.355835028602364,0.8714958661784526,49.70236477772067,37.745207960130216,0,0
31.09823217156622,0.7458831601961655,3.2063517094541583,45.92103797008766,0,0
32.518332202674706,1.6137520635003897,61.23112888403968,36.50931370299283,0,0
72.96061783380641,2.3524919678150362,71.61738769564306,82.48741755768295,0,1
63.75574713552131,0.37345025202116616,41.67490606240531,38.79058881900697,1,1
88.72127425763266,1.8150621749871163,75.72955720711929,68.69926882567808,0,1
47.22149251619493,0.5337892399536054,22.70012993384206,52.27812688327498,1,1
11.959424593830171,0.30209094231173167,22.127659106618403,44.68859500258693,0,0
71.3244787222995,0.3476830660542087,16.141698768757394,71.56544856698675,1,1
76.07850486168974,2.535659502983636,37.19947597891618,59.70515010950114,1,2
56.127719756949624,0.5303229541585723,84.70120353890836,56.009455373496344,0,1
77.0967179954561,0.32642382035441747,82.79120621490644,68.5353803179944,0,1
49.379559636439076,1.4261196840001542,38.28242079635038,61.932395851850046,1,1
52.27328293819941,2.5631817214376693,58.911873598023654,49.72647355585145,1,1
42.75410183585496,0.9347434541700455,72.08163164749156,66.33898370474137,0,1
2.541912674409519,1.3807953290725656,24.1206774628023,73.51740747579515,0,0
10.789142699330444,0.31178309117850345,16.814108589474706,31.73505530814553,0,0
3.142918568673425,1.4574198395776523,97.2095993212311,60.2816623789989,0,1
63.64104112637804,1.8173166257839741,61.75573132096185,33.74941349793035,1,1
31.435598107632668,1.7985397505060052,98.14157218336639,42.11635191442722,0,1
50.85706911647028,1.1307947380882224,33.77559871322291,66.43306771506825,1,1
90.7566473926093,1.0834929058567795,70.30316999741315,86.30227949226276,0,0
24.929222914887493,0.4985461330224741,22.260363654123772,87.38236914725152,0,0
41.038292303562976,1.2270352978095513,26.120017127391293,34.54636065901103,1,1
75.55511385430486,0.478585072844301,51.1902121269624,57.24183060863593,1,1
22.879816549162246,2.3464686451937444,31.961812550807124,67.89542139529584,0,0
7.697990982879299,2.9055680336949203,16.762156384058446,39.55954379577232,0,0
28.9751452913768,2.9162084786667792,26.2880701989326,79.75309408841017,0,0
16.122128725400444,2.6221990782511027,3.574839446586464,78.37529179842052,0,0
92.96976523425731,1.8822180181509334,70.44236214774867,88.71716589094166,0,0
80.8120379564417,2.1624239522828637,49.21166570858616,30.551590785423794,1,2
63.34037565104234,0.9985762475051594,9.424306640452562,44.08447585928517,1,1
87.14605901877177,1.9661571764833377,17.16939931284912,83.76713642594592,1,2
80.36720768991145,1.4758187384316568,10.253453811264402,73.5877033037508,1,1
18.657005888603585,1.5496485513754108,61.259280827587645,88.1353404904019,0,0
89.25589984899777,2.321774369050442,9.42103636124938,33.71667754446732,1,2
53.93422419156507,0.9893713956723045,75.42823330352161,68.80265777156879,0,1
80.74401551640625,1.0905109127446557,2.0510919320391174,66.98802736808882,1,1
89.60912999234932,2.7889970151601826,24.93757879958921,32.31883706343461,1,2
31.800347497186387,0.3574280255827223,89.06666758919071,63.378934999311426,0,1
11.005192452767677,1.559776035557353,71.8531318122246,69.61882023514508,0,1
22.793516254194166,2.755842241142013,7.296833292568772,42.43405632313697,0,0
42.71077886262563,1.9090164218908394,82.11261044851797,47.76642290310309,0,1
81.80147659224932,1.7299398077939696,49.30351215402048,71.62257750935291,1,2
86.07305832563435,0.8992837018421946,84.67830271688292,60.43956159399729,0,1
0.6952130531190703,1.161171369380455,60.07397744503934,85.77088774194124,0,0
51.07473025775657,2.5857355642531403,68.18330320328587,52.254814790597244,1,1
41.7411003148779,1.7658107689516827,99.35015603957082,47.332877795233074,0,1
22.210781047073024,1.6412781425189835,23.233554592401816,94.01628612241478,0,0
11.98653673336828,0.478823197912081,62.394557476138836,89.22382505845542,0,0
33.7615171403628,0.24487883807434474,46.032139005739836,31.88452842493369,0,0
94.29097039125192,2.8983185283237374,3.9451952922691436,80.09735999492679,1,2
32.320293202075526,1.2555612684031565,1.4470641502865034,37.17176029863819,0,0
51.87906217433661,1.8889965738786119,11.922857781785867,31.78653766390911,1,1
70.30189588951778,0.423202204924398,64.90917405385481,47.790208537812674,1,1
36.3629602379294,2.11272000002453,56.71630879133922,47.50748213897178,0,0
